[description:"convert DealsBoardFiltered to typescript" end:"1580499719" entry:"1580236981" modified:"1580499719" priority:"M" project:"ts-conversion" status:"completed" tags:"xMentium" uuid:"73b0dce5-eafd-4a09-867a-cd76f3635a91"]
[description:"convert DealSettingsDialog to typescript" end:"1580437830" entry:"1580236981" modified:"1580437830" priority:"M" project:"ts-conversion" status:"completed" tags:"xMentium" uuid:"4962d174-9878-4f3c-9f41-1a9b9d0b02f6"]
[description:"convert DealsBoardColumn to typescript" end:"1580410652" entry:"1580236981" modified:"1580410652" priority:"M" project:"ts-conversion" status:"completed" tags:"xMentium" uuid:"0c9eb19a-a507-40da-88bf-ba01cdcca10e"]
[description:"convert DealsBoard to typescript" end:"1580376612" entry:"1580236981" modified:"1580376612" priority:"M" project:"ts-conversion" status:"completed" tags:"xMentium" uuid:"da4accc9-9524-4cce-aed0-8ac6ed8017e8"]
[description:"convert DealsActions.jsx to typescript" end:"1580368835" entry:"1580236981" modified:"1580368835" priority:"M" project:"ts-conversion" status:"completed" tags:"xMentium" uuid:"9834ca6e-9a77-44c7-9b6f-ea04a9fcba8c"]
[description:"convert DealsStore to typescript" end:"1580242219" entry:"1580236981" modified:"1580242219" priority:"M" project:"ts-conversion" status:"completed" tags:"xMentium" uuid:"ae97d0ee-3dfb-4383-8c88-30780af0a14c"]
[description:"automatically close the modal after save" end:"1580237001" entry:"1579846466" modified:"1580237001" priority:"M" status:"completed" tags:"xMentium" uuid:"86d4b93a-02d1-4731-a9f7-4a96e6c55d91"]
[description:"when theres a change, youll have to rerender manually" end:"1580237001" entry:"1579846507" modified:"1580237001" priority:"M" status:"completed" tags:"xMentium" uuid:"ac780b93-a2e3-4949-81b2-8d67c0144bfa"]
[description:"c" end:"1580236932" entry:"1580236902" modified:"1580236932" priority:"M" project:"ts-conversion" status:"deleted" tags:"xMentium" uuid:"a1c41792-66f2-46ee-b823-dae419beb2c8"]
[description:"r" end:"1580236932" entry:"1580236902" modified:"1580236932" priority:"M" project:"ts-conversion" status:"deleted" tags:"xMentium" uuid:"861a1e2c-6062-402d-b5fa-5309aae3808b"]
[description:"i" end:"1580236932" entry:"1580236902" modified:"1580236932" priority:"M" project:"ts-conversion" status:"deleted" tags:"xMentium" uuid:"19eb8ec9-3688-44d2-95de-4e2f0adab999"]
[description:"p" end:"1580236932" entry:"1580236902" modified:"1580236932" priority:"M" project:"ts-conversion" status:"deleted" tags:"xMentium" uuid:"33c76aff-6f25-4675-99d8-8439a7199536"]
[description:"t" end:"1580236932" entry:"1580236902" modified:"1580236932" priority:"M" project:"ts-conversion" status:"deleted" tags:"xMentium" uuid:"7b9b5f08-502b-469b-a04f-b694ffddcf92"]
[description:"create new position dialog" end:"1579682310" entry:"1579116834" modified:"1579682310" priority:"M" project:"XM-52" status:"completed" tags:"xMentium" uuid:"270b0ecd-2a84-4fee-b585-4951c99af985"]
[description:"server\/applications\/catalogs\/methods.js doUpdatePosition" end:"1579682296" entry:"1579678057" modified:"1579682296" priority:"M" status:"completed" tags:"xMentium" uuid:"88e5231d-cd9a-41f9-b07f-0876a9656145"]
[description:"create task stack app" end:"1579664047" entry:"1579635375" modified:"1579664047" status:"completed" uuid:"5eb6ab16-7a55-4f50-8260-75bd4e32deee"]
[description:"create hamburger for button" end:"1579292462" entry:"1579116834" modified:"1579292464" priority:"M" project:"XM-52" status:"completed" tags:"xMentium" uuid:"d34c1b08-94e5-4d81-b715-4e80bb3bf05a"]
[description:"create create position button" end:"1579292464" entry:"1579116834" modified:"1579292465" priority:"M" project:"XM-52" status:"completed" tags:"xMentium" uuid:"efdf6c17-e0cc-4049-bd15-b6512b3c0592"]
[description:"create edit position button" end:"1579292465" entry:"1579116834" modified:"1579292465" priority:"M" project:"XM-52" status:"completed" tags:"xMentium" uuid:"896ea184-e62c-4e2e-a37c-d7c44683b028"]
[depends:"f1d6c656-0513-4909-986a-9c7b2dea2deb" description:"khuggins@protonmail.com" end:"1579291234" entry:"1579216401" modified:"1579291234" priority:"H" status:"completed" uuid:"4aa541d5-833a-4024-8662-368d85e600e2"]
[description:"remove create position functionality from picker" end:"1579291116" entry:"1579116834" modified:"1579291116" priority:"M" project:"XM-52" status:"completed" tags:"xMentium" uuid:"48994256-c33e-4f09-a608-1926203c8695"]
[description:"begin writing the first edition of the art zine" end:"1579250244" entry:"1575445997" modified:"1579250244" priority:"L" status:"completed" uuid:"15989a97-ecc0-435c-a19b-5d159b128b94"]
[description:"ragrar\"ok.yml" end:"1579250231" entry:"1579216371" modified:"1579250231" priority:"H" status:"completed" uuid:"f1d6c656-0513-4909-986a-9c7b2dea2deb"]
[description:"info@yycgrowers.com" end:"1579250231" entry:"1579216419" modified:"1579250231" priority:"H" status:"completed" uuid:"de66f8ce-a40b-4ce4-8e98-422167b26d30"]
[description:"react router-parameters" end:"1578989437" entry:"1577582576" modified:"1578989437" status:"completed" uuid:"6ce1fbd4-b301-4237-9331-be22250e25ab"]
[description:"syncthing on the server" end:"1578989427" entry:"1576233480" modified:"1578989427" status:"completed" uuid:"72466444-f7c1-4bfc-b69c-7d8f7c24c6fc"]
[annotation_1578339100:"https:\/\/xmentium.atlassian.net\/browse\/XM-39" description:"Add Download (.docx) to Playbook screen next to the Position dropdown." end:"1578989412" entry:"1578339070" modified:"1578989417" priority:"M" project:"xMentium" status:"completed" uuid:"71b23059-a578-41d7-a559-5fdda9753d26"]
[description:"generate file from clauses" end:"1578989417" entry:"1578427908" modified:"1578989417" priority:"M" project:"xMentium" status:"completed" uuid:"5f3fbedd-2b32-4f75-af52-e37a61bf15dd"]
[description:"pass file url to user" end:"1578989417" entry:"1578427961" modified:"1578989417" priority:"M" project:"xMentium" status:"completed" uuid:"4a015f56-da26-4450-883e-8e1a6aa6023b"]
[description:"write docx from scratch" end:"1578648680" entry:"1578340596" modified:"1578648680" priority:"M" project:"xMentium" status:"completed" uuid:"2d66db6c-20e0-49db-b102-827855d0112f"]
[description:"get variant and langId from user" end:"1578517971" entry:"1578504346" modified:"1578517971" priority:"M" project:"xMentium" status:"completed" uuid:"4b8a1606-c1f2-45c8-b3f1-f1f110070c54"]
[description:"catalog to csv" end:"1578432507" entry:"1575595279" modified:"1578432508" project:"food-coop" status:"deleted" uuid:"7284104d-c0c3-4eef-b6ed-b408531c65c4"]
[description:"10 done" end:"1578432466" entry:"1578427868" modified:"1578432466" status:"completed" uuid:"7c4c6441-8509-430e-ab1e-467f4f4ab025"]
[description:"generate clauses from playbook" end:"1578432462" entry:"1578427898" modified:"1578432462" priority:"M" project:"xMentium" status:"completed" uuid:"7f71f11a-7030-4132-b70d-84f3fd69b54c"]
[description:"test pandoc for fontspec support" end:"1578340580" entry:"1578338960" modified:"1578340580" priority:"M" project:"xMentium" status:"completed" uuid:"7b18fc30-66ef-42c5-b57e-c7648d6d2fb4"]
[description:"text Alix when you got the leggings" end:"1578115756" entry:"1576464597" modified:"1578115756" status:"completed" uuid:"aa4cda2c-4db7-4938-9300-5536ac4e7d68"]
[description:"react hooks" end:"1578115763" entry:"1577582582" modified:"1578115763" status:"completed" uuid:"6f22a350-5530-49ef-882d-bc2c98344341"]
[description:"login" end:"1578115737" entry:"1578071356" modified:"1578115737" priority:"M" project:"xMentium" status:"completed" uuid:"aa99633c-8066-4d76-97de-11a8e930f3e0"]
[description:"speak with the contact Tina gave you, and the professor" end:"1576571612" entry:"1575509110" modified:"1576571612" priority:"M" status:"completed" uuid:"c7620e6b-9184-4f25-ba3e-b43cb53886ce"]
[description:"sync server to chatsbot" end:"1576571608" entry:"1576298882" modified:"1576571608" status:"completed" uuid:"31c5c785-ab8d-4c90-aa5e-b72c457286ad"]
[description:"send catalog to josh" end:"1576223480" entry:"1576110099" modified:"1576223480" status:"completed" uuid:"446c10c1-14d8-4994-bdaa-81a8df8614d3"]
[description:"aggregate expenditure per week" end:"1576112873" entry:"1575623984" modified:"1576112873" project:"food-coop" status:"completed" uuid:"89b6b240-2c12-45a9-a105-52d6cb64f1fc"]
[description:"deploy chat bot to thinkpad" end:"1575973880" entry:"1575755715" modified:"1575973880" status:"completed" uuid:"97d95106-8ab2-4751-9e4e-d354dee4f3e3"]
[description:"some text with \/s slip past command detection" end:"1575799662" entry:"1575785333" modified:"1575799662" project:"chats-bot" status:"completed" uuid:"c4f66782-412a-49ba-ab6e-3ac7a6eb4963"]
[description:"albertasustainabledevelopment.ca" end:"1575758943" entry:"1575600854" modified:"1575758943" priority:"M" status:"completed" uuid:"2d32b537-8db4-4e76-8074-05e7840244ee"]
[description:"create a permeate chat bot" end:"1575755703" entry:"1575512195" modified:"1575755703" status:"completed" uuid:"df902fec-dd40-4fa3-8c15-a61596985a42"]
[description:"EMAIL TINAS CONTACTS pri:H\n" end:"1575677845" entry:"1575616592" modified:"1575677845" priority:"H" status:"completed" uuid:"fb6ce6e0-ea40-4156-89d2-053d2372e602"]
[description:"mention gnd doc is a work in progress\/living document" end:"1575510588" entry:"1575508900" modified:"1575510588" priority:"M" status:"completed" uuid:"f85ed490-67a9-4bea-b1c4-b91018df0627"]
[description:"mention create permaculture chat" end:"1575510411" entry:"1575509071" modified:"1575510411" priority:"M" status:"completed" uuid:"8545f2a9-ec17-4f58-849b-3591b8963fc4"]
[description:"SEO for the gnd site" end:"1575445148" entry:"1575023269" modified:"1575445148" status:"completed" uuid:"0b32fed8-9ca0-43b0-9188-a8d6c151fc70"]
[description:"better latexing split inString on ^--- into multiple documents" end:"1575445148" entry:"1575424700" modified:"1575445148" status:"completed" uuid:"d0acdeb7-e556-4344-9429-df817fa87faa"]
[description:"battery stuff" end:"1575322980" entry:"1575112337" modified:"1575322980" status:"completed" uuid:"e47f11a1-28b5-4d43-8019-1f24eabcb4c5"]
[description:"email luana's daughter" end:"1575112333" entry:"1575079629" modified:"1575112333" status:"completed" uuid:"74ae743a-6a6a-45e7-8fc5-e8811a91e02d"]
[description:"text christina what email i should send the resume to" end:"1575081303" entry:"1575026408" modified:"1575081303" status:"completed" uuid:"839c3f33-9150-415b-957a-0b63caa82d7f"]
[description:"get tina a resume" due:"1575010800" end:"1574938612" entry:"1574929737" modified:"1574938612" status:"completed" uuid:"089b2c93-6d56-4b29-a3eb-42bf808c4202"]
[description:"get inure a document" due:"1575010800" end:"1574938612" entry:"1574929759" modified:"1574938612" status:"completed" uuid:"582cd5be-6c6c-4e2a-8c4e-bccef7a760c7"]
